	AERIS_SRR5383463	AERIS_SRR5383475	AERIS_SRR5383487	AERIS_SRR5384368	AERIS_SRR5384381	AERIS_SRR5384382	AERIS_SRR5384388	AERIS_SRR5384404	AERIS_SRR5384406	AERIS_SRR5384417	AERIS_SRR5384418	AERIS_SRR5384423	AERIS_SRR5384431	AERIS_SRR5384435	AERIS_SRR5384439	AERIS_SRR5384442	AERIS_SRR5384450	AERIS_SRR5384453	AERIS_SRR5384565	AERIS_SRR5384566	AERIS_SRR5384567	AERIS_SRR5384577	AERIS_SRR5384578	AERIS_SRR5384589	AERIS_SRR5384590	AERIS_SRR5384591	AERIS_SRR5384598	AERIS_SRR5384599	AERIS_SRR5384600	AERIS_SRR5384610	AERIS_SRR5384611	AERIS_SRR5384612	AERIS_SRR5384623	AERIS_SRR5384624	AERIS_SRR5384634	AERIS_SRR5384635	AERIS_SRR5384646	AERIS_SRR5384647	AERIS_SRR5385010	AERIS_SRR5385012	AERIS_SRR5385013	AERIS_SRR5385014	AERIS_SRR5385016	AERIS_SRR5385019	AERIS_SRR5385024	AERIS_SRR5385025	AERIS_SRR5385026	AERIS_SRR5385029	AERIS_SRR5385030	AERIS_SRR5385031	AERIS_SRR5385032	AERIS_SRR5385033	AERIS_SRR5385034	AERIS_SRR5385035	AERIS_SRR5385036	AERIS_SRR5385037	AERIS_SRR5385040	AERIS_SRR5385041	AERIS_SRR5385042	AERIS_SRR5385044	AERIS_SRR5385046	AERIS_SRR5385049	AERIS_SRR5385050	AERIS_SRR5385051	AERIS_SRR5385056	AERIS_SRR5385057	AERIS_SRR5385058	COPDMAP_SRR5382995	COPDMAP_SRR5383008	COPDMAP_SRR5383024	COPDMAP_SRR5383025	COPDMAP_SRR5383026	COPDMAP_SRR5383027	COPDMAP_SRR5383028	COPDMAP_SRR5383029	COPDMAP_SRR5383030	COPDMAP_SRR5383031	COPDMAP_SRR5383033	COPDMAP_SRR5383034	COPDMAP_SRR5383036	COPDMAP_SRR5383037	COPDMAP_SRR5383038	COPDMAP_SRR5383039	COPDMAP_SRR5383040	COPDMAP_SRR5383041	COPDMAP_SRR5383042	COPDMAP_SRR5383043	COPDMAP_SRR5383044	COPDMAP_SRR5383051	COPDMAP_SRR5383052	COPDMAP_SRR5383055	COPDMAP_SRR5383056	COPDMAP_SRR5383057	COPDMAP_SRR5383058	COPDMAP_SRR5383059	COPDMAP_SRR5383060	COPDMAP_SRR5383061	COPDMAP_SRR5383063	COPDMAP_SRR5383064	COPDMAP_SRR5383065	COPDMAP_SRR5383068	COPDMAP_SRR5383069	COPDMAP_SRR5383161	COPDMAP_SRR5383167	COPDMAP_SRR5383189	COPDMAP_SRR5383245	COPDMAP_SRR5383246	COPDMAP_SRR5383247	COPDMAP_SRR5383248	COPDMAP_SRR5383252	COPDMAP_SRR5383253	COPDMAP_SRR5383254	COPDMAP_SRR5383255	COPDMAP_SRR5383256	COPDMAP_SRR5383257	COPDMAP_SRR5383258	COPDMAP_SRR5383261	COPDMAP_SRR5383263	COPDMAP_SRR5383264	COPDMAP_SRR5383278	COPDMAP_SRR5383281	COPDMAP_SRR5383284	COPDMAP_SRR5383290	COPDMAP_SRR5383291	COPDMAP_SRR5383292	COPDMAP_SRR5383295	COPDMAP_SRR5383298	COPDMAP_SRR5383299	COPDMAP_SRR5383310	COPDMAP_SRR5383313	COPDMAP_SRR5383314	COPDMAP_SRR5383318	COPDMAP_SRR5383320	COPDMAP_SRR5383324	COPDMAP_SRR5383325	COPDMAP_SRR5383329	COPDMAP_SRR5383331	COPDMAP_SRR5383332	COPDMAP_SRR5383333	COPDMAP_SRR5383335	COPDMAP_SRR5383336	COPDMAP_SRR5383340	COPDMAP_SRR5383342	COPDMAP_SRR5383343	COPDMAP_SRR5383344	COPDMAP_SRR5383345	COPDMAP_SRR5383346	COPDMAP_SRR5383347	COPDMAP_SRR5383348	COPDMAP_SRR5383349	COPDMAP_SRR5383350	COPDMAP_SRR5383351	COPDMAP_SRR5383352	COPDMAP_SRR5383353	COPDMAP_SRR5383354	COPDMAP_SRR5383355	COPDMAP_SRR5383356	COPDMAP_SRR5383357	COPDMAP_SRR5383358	COPDMAP_SRR5383359	COPDMAP_SRR5383361	COPDMAP_SRR5383362	COPDMAP_SRR5383363	COPDMAP_SRR5383365	COPDMAP_SRR5383366	COPDMAP_SRR5383367	COPDMAP_SRR5383368	COPDMAP_SRR5383369	COPDMAP_SRR5383371	COPDMAP_SRR5383373	COPDMAP_SRR5383374	COPDMAP_SRR5383375	COPDMAP_SRR5383377	COPDMAP_SRR5383378	COPDMAP_SRR5383379	COPDMAP_SRR5383387	COPDMAP_SRR5383388	COPDMAP_SRR5383389	COPDMAP_SRR5383390	COPDMAP_SRR5383391	COPDMAP_SRR5383392
Moryella	0.001120095	7.00E-05	0.001119038	0.002376625	0.000940472	0.000908551	0.000349773	3.48E-05	0.000592169	0.012822753	0.000973947	0.004058356	6.99E-05	0.000174618	0.002235808	0.004759572	6.99E-05	0.001678204	3.49E-05	6.99E-05	6.99E-05	0.001960441	0.002197266	0.00695318	3.49E-05	7.00E-05	0.001118138	0.006079027	0.003597374	0.000139082	6.99E-05	0.000803999	6.96E-05	7.00E-05	0.001287494	0.000630142	0.002581816	0.001362969	0.001119978	0.002870144	0.002376625	0.00031463	3.48E-05	3.48E-05	0.000979055	3.49E-05	0.000488844	3.48E-05	0.003149496	0.000944188	7.01E-05	7.00E-05	6.99E-05	6.99E-05	0.002444219	0.001190476	0.000490385	0.001817038	0.002415882	7.00E-05	3.49E-05	7.00E-05	0.000385302	0.000487771	0.000418541	3.48E-05	0.010405391	0.001711611	6.96E-05	0.001082327	0	0.000798417	0.000764101	0.001116383	0	0	0.00111409	0.001046974	0.001048181	0.000628206	0.005493741	0.000521957	0.000941258	0.000418571	0.003256645	0	0	0	0.001331558	0.001295473	0.00115304	0	0.001190935	0.001957152	0.000799166	0.00247957	0.001507502	0.001083499	0.001294748	0	0.000945378	0.000104924	0.001368037	0.000592376	0.001086576	0.000663871	0	0.001610813	0	0.002275034	0.000104475	0.000592417	0.002769015	0.001296335	0.001395479	0.000661652	0.000806395	0.002697117	0.00122519	0.001225748	0.000279408	0.000663153	0.000594759	0.002522952	0.000805548	0.003219485	0.001472548	0.001648834	0.005182254	0.000733624	0.001152235	0.001435273	0.000104479	3.48E-05	0.001121194	0.002315546	0.000944485	0.002735402	0.001641233	0.001156839	0.000348833	0.000771957	0.00066515	0.002031524	0.002455193	0.000384615	0.001009047	0.000174186	0.000489922	0.000840189	0.001085776	0.000947335	0.001438344	0.001011616	0.001781535	0.00077174	0	0	0	0.001192941	0.00052602	0.000243402	0.002311734	0.000978679	0.001788972	0.001332352	0.000664452	0.001607043	0.001682852	0.004104831	0.001610531	0.000560852	0.00231376	0.002490966	0.001402525	0.001331371	0.00161296	0.001399727	0.004595685	0.001712089	0.001298155
Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Mycoplana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Mycoplasma	0.000245021	0.000245158	0.00020982	0.000209702	0.000139329	0.000209666	0.000244841	0.000139349	0.001672008	0.000209636	0.000104351	0.000559773	0.000209761	0.003108193	0.000209607	0.000244978	0.006714226	0.006677855	0.000174575	0.000908646	0.000209805	0.000245055	0.000174386	0.000209644	0.000174417	0.000244909	0.013487543	0.000209622	0.00017463	0.000104312	0.000209658	0.01251442	0.000104351	0.002133762	0.000104391	0.000245055	0.004361175	0.000209688	0.001644967	0.000245012	0.000803859	0.000209754	0.000139271	0.000139392	0.002412672	0.000139455	0.000593596	0.000139256	0.001609742	0.00020982	0.000245184	0.004725071	0.001048621	0.000209636	0.000174587	0.000245098	0.000630495	0.000209658	0.000245089	0.000244901	0.000174398	0.000245072	0.000245192	0.000139363	0.000174392	0.00229853	0.000174587	0.000593824	0.000139116	0.00027931	0.000279359	0	0.000208391	0.000244209	0.000174095	0	0.000278522	0.000104697	0.003039726	0.000314103	0.000208623	0.000139189	0.000174307	0	0.000525265	0.000139378	0.003755216	0.000418629	0.000595697	0.000910332	0.001362683	0.00149685	0.00028022	0.000594136	0	0.00069847	0.000560931	0.000139806	0.000349932	0.000980667	0.00087535	0.000664522	0.001052336	0.000348456	0.001402033	0.000244584	0.002137576	0.001155584	0.001117592	0.000805012	6.97E-05	0.000104544	0.00084122	0.000595613	0.000418644	0.000626828	0.000596031	0.00042033	0.00038506	0.001505919	0.000279408	0.000558445	0.000454816	0.002032378	0.000805548	0.00055991	0.000911577	0.001087529	0.000980426	0.000593886	0.000488827	0.00031506	0.000104479	0.000104413	0.000455485	0.000771849	0.000174905	0.000561108	0.000209519	0.001928066	0.00031395	0.001263202	0.00066515	0.001366025	0.000771632	0.00020979	0.000243563	0.000174186	0.001014838	0.001225276	0.000420301	0.000561384	0.000841958	0.000279067	0.000803437	0.000666503	0.001467044	0.000454704	0.00063118	0.001263114	0.001332585	3.48E-05	0.00028021	0.000454387	0.000561246	0.000806423	0.000384683	0.000698714	0.001016723	0.001087605	0.0009103	0.001402131	0.000876424	0.000631512	0.000806452	0.00161166	0.000561029	0.001154775	0.000526223	0.000908456	0.000385938
Neisseria	0.000735062	0.000770497	0.021541474	0.060044736	0.02640287	0.011321942	0.002623295	0.00048772	0.033335656	0.109884351	0.005600195	0.030612602	0.003845616	0.115247608	0.015161572	0.019318261	0.023989369	0.020592966	0.002758284	0.762808415	0.006224211	0.000735165	0.144670759	0.008595388	0.000558133	0.000699741	0.004682204	0.071935157	0.081761665	0.049756606	0.018310154	0.005767819	0.005774114	0.000699594	0.022513745	0.005041134	0.000523341	0.026630321	0.000734985	0.026916346	0.007863833	0.009578745	0.00045263	0.000487873	0.030385678	0.00669386	0.093892943	0.000452583	0.007943729	0.017380053	0.000770578	0.010255154	0.069768255	0.031270745	0.059778624	0.002521008	0.019440261	0.047487595	0.000735268	0.015043907	0.001255668	0.009837902	0.003853025	0.009720577	0.007463988	0.026398273	0.106044205	0.049287411	0.000243453	0.009531457	0.002199951	0.000138855	0.003230064	0.002407201	0.002715877	0.002680499	0.015144658	0.293606477	0.045526012	0.001500715	0.00135605	0.004210453	0.017570159	0.001325474	0.018209196	0.001289244	0.0081363	0.036874237	0.011353283	0.020377438	0.061984626	0.003167752	0.003187502	0.012371999	0.021751216	0.024830621	0.008974898	0.037677816	0.018581377	0.005989073	0.005952381	0.000174874	0.027395819	0.008711408	0.06256572	0.003633823	0.026386796	0.025983121	0.025180736	0.016765251	0.0011144	0.001428771	0.021135647	0.010265574	0.509873011	0.001776013	0.015952598	0.026971172	0.014912311	0.02209848	0.002374965	0.002094168	0.00948116	0.011913939	0.046651723	0.036989082	0.035376201	0.040659533	0.058650513	0.009048035	0.014210894	0.014807813	0.000801003	0.007204511	0.013454329	0.031084447	0.013292755	0.044432755	0.003003108	0.013005679	0.008685946	0.024316643	0.023980396	0.027670753	0.04008979	0.027447552	0.003653445	0.001288974	0.018756999	0.01879923	0.020594725	0.017157293	0.018979126	0.003802281	0.014461872	0.012558319	0.025114394	0.006890521	0.085419735	0.017753763	0.010976294	0.000104315	0.014886165	0.007584761	0.046372948	0.017986747	0.121419829	0.017956959	0.01889703	0.034452514	0.014179679	0.023836231	0.021945662	0.027540961	0.01497195	0.008934202	0.013710158	0.336004479	0.044939484	0.011006289	0.007192478
Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Ochrobactrum	7.0006E-06	7.00452E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00158E-06	0	0	0	0	0	0	0	0	0.008735761	0	0	0	0	7.00158E-06	0	0	0	7.00036E-06	0	0	0	0	0	0	0	0	0	0	7.00526E-06	0	0	0	0	7.0028E-06	7.0055E-06	0	7.00256E-06	0	0	0	7.0055E-06	0	0	0	0	0.000108202	0	0	0	0	0	0	0	0	0	0	0.000244576	0	0	0	0	0	0	0	0	0	0	7.00256E-05	6.98812E-06	0	0	0	0	6.9847E-06	7.01164E-06	0.000132816	0.000125975	0	0	2.09848E-05	0	0	0	0	0	4.20212E-05	0	3.50006E-05	0	0	2.80406E-05	0	0.000034887	0	0	0	0	0	0	0	0	4.90574E-05	0	0	0	0	0	0	0	2.80054E-05	0	0	0.000111097	0	0	0	0	7.01114E-05	0	0	4.20094E-05	2.10158E-05	0	1.3986E-05	0	0	0	3.50078E-05	0.00002802	0	3.50816E-05	2.79066E-05	0	0	0	2.09864E-05	4.90918E-05	0.000118242	0	0	0.000028021	3.49528E-05	7.01558E-05	6.31114E-05	0	6.98714E-05	0	0.000118235	4.20138E-05	1.40213E-05	0.000035057	0	0	7.00722E-05	4.20772E-05	4.19918E-05	3.50816E-05	0	2.80682E-05
Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0.000174502	3.48E-05	0	0	0	0.000210106	6.97E-05	0	6.98E-05	0.000140164	0.000210077	0.000349406	3.48E-05	0.000210165	0.000174746	0	0.000174618	0.000210349	0.000104855	0.00010498	0.000140095	0.000140056	0.000104924	0	0	0.000175254	0	0	0	0.000104774	7.00E-05	0	0	0.000175254	3.50E-05	0	0	0.000105182	7.01E-05	0	0	3.49E-05	0	0	0.000245287	0	0	0.000105182	0	0	0	3.49E-05	0	0	0	3.50E-05	0	0	0	0	0.000140223	0	0	0	0	0.000105223	0	0	0	0	0	0	0	0	0	0	7.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000105178	0	0	0.000175266	3.51E-05	0.00017542	0	0	0	0	0.000210489	0.000104822	0
Olsenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244789	0	0	0	0	0.000210047	0	0	0	0	0	0	0	0	0	0.000279652	0	0	0	0	0	0	0	0	0.000104851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Oribacterium	0.000315027	3.50E-05	0.001468737	0.000524256	0.000104497	0.001048328	0.000139909	0	0.000418002	0.002061423	0.000139135	0.000944617	3.50E-05	0.000768317	3.49E-05	0.000104991	0.000279759	0.002307531	3.49E-05	3.49E-05	3.50E-05	3.50E-05	0.000418527	0.002969951	3.49E-05	3.50E-05	3.49E-05	0.002655207	0.002479743	0.000834492	3.49E-05	0.000803999	0	3.50E-05	6.96E-05	0.001470331	0	0.000384427	0.000454991	3.50E-05	0.001782469	3.50E-05	0	0	3.50E-05	0.001743193	0.003002898	0.00365548	0.001049832	0.001188977	3.50E-05	3.50E-05	0.000244678	0.003563817	0.001780788	3.50E-05	0.000315247	0.002585785	3.50E-05	3.50E-05	0	3.50E-05	3.50E-05	0	0.001046353	0.002194052	0.006075631	0.000489032	6.96E-05	0.000139655	0	0.000937272	0.000312587	0.000279096	0	0.00020887	0.000313338	0.000279193	0.001572272	0	0.002399166	0.000521957	0.000418337	0	0.000700354	0.000383289	0	0.000418629	0.001156353	0.000805294	0.001397624	3.48E-05	0.00014011	0	0.000590688	0.000768317	0	0.000559225	0.000419918	0.000630429	0.000945378	6.99E-05	0.000806791	0.000348456	0.000385559	0.000419287	0.000735887	0.001190601	0.000838194	0.000385006	0.000104475	0.000627265	0.000280407	0.000315325	0.00034887	0.000626828	0.00052591	0.000315247	0.000525081	0.000280171	0	3.49E-05	0.000454816	0.00070082	0.000910619	0.000629899	0.00108688	0.000385897	0.000840366	0.000524017	0.000523743	0.000910173	0.000522393	3.48E-05	0.000490522	0.001824369	0.000944485	0.000350693	0.000419038	0.000595948	0.000174417	0.001157935	0.000630142	0.000385289	0.000806706	0.00048951	0	0.000418046	0	0.001330299	0.000735526	0.000245605	0.001087529	0.00052325	0.000558913	0.000491107	0.000978029	0.000664568	0.001051967	0.000385951	0	0.000521576	0.000770578	0.000594198	0.00049109	0.000420743	0.00059451	0.000943264	3.51E-05	0.001017437	0	0.001016545	0.001752848	0.000561344	0.000736325	0.00080583	0.001122059	0	0	0.000663871	0.000526279
Oscillospira	0	0.000525339	3.50E-05	0	0	0	0	0	0.000383168	0	6.96E-05	0	0	0.00069847	0	3.50E-05	0	6.99E-05	0.000872875	0.000244635	0.00069935	0	0	0	0	0	0	0.000419243	0	0	0	0	0	0	0	0.001225276	0.000383783	0	0.002624948	0.000245012	0.000104851	0.000419507	0.000174089	0.000278784	0.000174831	0.000313775	6.98E-05	0	0.000734882	0.000734368	0.000665499	0	0.001503024	3.49E-05	0	0.00017507	0.000245192	0.000104829	0.000700256	0.002029178	3.49E-05	0.000210062	0.00112088	0.000243885	0.00045342	0.000104479	6.98E-05	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	6.96E-05	0.00195224	0.000313928	0.000945477	0.000139378	0.000625869	0	0.000280328	0.002345856	0.002795248	0.001218366	0.002171705	0.004473491	0.000243224	0.003632046	0.002208666	0.002551466	0.002554502	0.004342953	0.000280112	0.000139899	0.000947103	0	3.51E-05	0	0	0	3.49E-05	0.000210003	0	0	0	0	0.000244209	0	3.51E-05	0.001891485	0.001260195	0	0	0	0	0.001156353	0	0	3.51E-05	3.51E-05	0	0.000489083	0	0.000595113	0	0	0	0.001087605	0.000874523	3.51E-05	0	3.51E-05	0.00031395	3.51E-05	0	0.003782837	3.51E-05	0	0	0	0	3.50E-05	0.00021015	3.51E-05	0.000385897	0	0.000768505	3.51E-05	0.0009431	0.000314795	3.51E-05	0.001087681	3.51E-05	0.000104315	0.000630473	6.99E-05	3.51E-05	3.51E-05	0.000419654	3.49E-05	3.51E-05	0.000140336	0	3.51E-05	3.51E-05	3.51E-05	3.51E-05	0	3.51E-05	0	0.001473426	3.49E-05	3.51E-05
Oxalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludibacter	7.00E-05	0.000105068	6.99E-05	6.99E-05	3.48E-05	6.99E-05	7.00E-05	3.48E-05	3.48E-05	6.99E-05	3.48E-05	0.000244901	0.000314641	0.002165258	0.000139738	0.001049906	6.99E-05	0.000978953	6.98E-05	6.99E-05	0.000314707	7.00E-05	3.49E-05	6.99E-05	3.49E-05	7.00E-05	0.042139837	0.000139748	6.99E-05	0.000452017	6.99E-05	6.99E-05	6.96E-05	0.00248356	3.48E-05	0.000175039	3.49E-05	6.99E-05	0.000699986	7.00E-05	6.99E-05	0.002097535	3.48E-05	3.48E-05	0.000419595	3.49E-05	6.98E-05	3.48E-05	0.001539754	0.005979857	0.000105079	0.000455007	0.000454402	6.99E-05	0.000419009	0.007177871	0.001225962	6.99E-05	7.00E-05	7.00E-05	3.49E-05	7.00E-05	0.000105082	3.48E-05	3.49E-05	0.001184091	6.98E-05	0.000349308	0.000104337	0.000418965	0.000314279	6.94E-05	0	0.000209322	0.000208914	0.00020887	0	0	0.000454212	0	0	0	0	0	0	0	0.005910987	0	0.000490574	0.000490179	0.000663871	0	0.000525412	0.002411491	0	3.49E-05	3.51E-05	0	0.000174966	0.000420286	0.001155462	0.000139899	0.000456012	0.000313611	0.000280407	0	0.000525633	0.000420212	0.000523871	0.000210003	6.97E-05	0.000139392	0	0.000595613	0.000104661	0.000104471	0.000350607	0.000350275	0.000490076	0.000420256	0.00017463	0.000174514	0.000174929	0.001086271	0.00045531	0.000349944	0.000490849	0.00066655	0.000420183	0.000349345	0.00027933	0.000350067	0	3.48E-05	0.000490522	0.000877101	0.00038479	0.000210416	0.000139679	0.000525836	0.000279067	0.000771957	0.000525118	0.001295972	0.000666409	0.000314685	0.000243563	0.000139349	0.000349944	0.000175039	0.000315225	0.000210519	0.000175408	0	0.000489049	0.000420949	0.000628733	0	0.000385721	0.000877162	0	0	0.000350263	0.00024467	0.000631402	0.000596052	0.000279769	0.000803522	0.00063107	0.000771849	0.000210069	0.000525799	0.000560911	0.000385924	0.00056101	0.000665686	7.01E-05	0.000314939	0	0.000628931	0.000175426
Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	3.49E-05	0	0	0	0	0	0.000140164	7.00E-05	3.49E-05	0	0	0	0	6.98E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	0	0	0	0.00010491	0	0	0	0	0	0	0	0	0	0	0	0	7.01E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Paraprevotella	7.00E-05	7.00E-05	6.99E-05	6.99E-05	3.48E-05	3.49E-05	7.00E-05	3.48E-05	3.48E-05	3.49E-05	0	7.00E-05	6.99E-05	3.49E-05	3.49E-05	7.00E-05	6.99E-05	6.99E-05	3.49E-05	3.49E-05	6.99E-05	7.00E-05	3.49E-05	3.49E-05	3.49E-05	7.00E-05	3.49E-05	3.49E-05	3.49E-05	0	3.49E-05	6.99E-05	0	7.00E-05	0	7.00E-05	3.49E-05	3.49E-05	7.00E-05	7.00E-05	3.50E-05	6.99E-05	3.48E-05	3.48E-05	6.99E-05	3.49E-05	3.49E-05	3.48E-05	7.00E-05	6.99E-05	7.01E-05	7.00E-05	3.50E-05	3.49E-05	3.49E-05	7.00E-05	7.01E-05	3.49E-05	7.00E-05	7.00E-05	3.49E-05	7.00E-05	7.01E-05	3.48E-05	3.49E-05	0	3.49E-05	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0.000488605	0.000243394	0.000313174	0.000348614	0.000279047	0	0.000278755	0.000347705	0.000209314	0.000805943	0.000805294	0.001083159	0.000348105	0.000665522	0.000698983	0.000104239	0.001047706	0.001121862	0.000454371	0.000699864	0.000805548	0.00070028	0.001259093	0.000280623	6.97E-05	0.000210305	6.99E-05	0.000245296	0.000175088	0.000314323	0.000105002	3.48E-05	3.48E-05	0.000105152	0.000105108	0	3.48E-05	0.000175303	0	0.000175027	0.000140085	6.99E-05	0	0	0.000175205	0	0	0.000140243	0	0	0.000104803	6.98E-05	0.000140027	6.97E-05	0	0.000140149	0.000140336	0.000174905	0.000105208	6.98E-05	0.000140223	0.000139533	0.000210534	0	0.000140105	0.000455964	0	0	3.48E-05	0	0.000420095	0.000175125	0.000315778	0.000315734	6.98E-05	0	0.000350791	0.000314367	0.000104932	0.000280525	0	0	0	0.000210158	0.000139811	0.000175389	0.000210371	0	0.000104807	0.000175297	0.000140336	0	0.000140213	0.000210342	0.000245588	0.000140252	0	0	3.50E-05	0.000350816	0	0
